ID,Type_C_0_S,NAME_EVENT,NAME_ALT,CRUST_BLK,AGE_TEXT,NAME_PART,COMMENT,AGE_MAX,AGE_MIN,AGE_PEAK1,AGE_PEAK2,AGE,area_km2
0,S,Whitsunday,,Australia,120-105,Brisbane-Duaringa,,0,0,0,0,120,438324.8323723577
0,C,Great Dyke of Zimbabwe and satellites,,Zimbabwe craton,2574 Ma,Great Dyke and satellites,,0,0,0,0,2575,73369.8792334765
0,C,Angayucham,,,Late Triassic,Angayucham terrane,,0,0,0,0,230,95417.5115273354
0,C,Emeishan,,South China craton,258 Ma,Emeishan,,0,0,0,0,259,704071.4510831172
0,C,Yakutsk-Vilyui,,Siberian craton,ca. 370,Yakutsk-Vilyui,,0,0,0,0,370,1143822.3022723389
0,C,Volyn,,Baltica,ca. 570,Volyn,,0,0,0,0,570,159170.9851036292
0,C,Kalkarindji,,Australian craton,510 Ma,Kalkarindji,,0,0,0,0,510,3541781.8950359463
0,C,Skagerrak,,Europe,300 Ma,Skagerrak (Jutland),,0,0,0,0,300,795516.8961837204
0,C,Magdalen-Maritimes,,Appalachian terranes,360-320 Ma,Appalachians,,0,0,0,0,360,421843.1721644479
0,O,Himalaya Neotethys,,,Early Perm (Artinskian-Kungurian),Himalaya Neo-Tethys,,0,0,0,0,280,90629.6314410280
0,C,Kola-Dnieper [East European craton],,Baltica,365 Ma,Kola-Dnieper [East European craton],,0,0,0,0,370,5899074.2352424674
0,C,Wichita Mountains,,Laurentia,ca. 530,Wichita mtns,,0,0,0,0,530,181314.2833335028
0,C,Kyrgyzatin,,,Devonian,Kyrgyzatin,,0,0,0,0,370,55112.1373806802
0,C,Belaya River,,,560-430 Ma,Belaya River,,0,0,0,0,0,16766.2834163705
0,C,Tarim (possibly incorrectly located),,Tarim craton,280 Ma,Tarim Block (possibly incorrectly located),,0,0,0,0,280,155526.6893766787
0,C,Kalaro-Nimnyrsky,,Siberian craton,1880 Ma,Kalaro-Nimnyrsky,,0,0,0,0,1870,234028.0134044403
0,C,Matachewan,,Superior craton,2480-2440 Ma,Matachewan,,0,0,0,0,2475,557635.5608678984
0,C,Mistassini,,Superior craton,2510 Ma,Mistassini,,0,0,0,0,2505,109562.6249994694
0,C,CircumSuperior,,Superior craton,2170 Ma,Payne River,,0,0,0,0,2170,20943.1918797471
0,C,Ungava-Nipissing,,Superior craton,2220-2210 Ma,Ungava,,0,0,0,0,2220,574677.9628631852
0,C,Biscotasing,,Superior craton,2170 Ma,Biscotasing,,0,0,0,0,2170,449868.4824144353
0,C,Fort Frances,,Superior craton,2075 Ma,Fort Frances,,0,0,0,0,2075,166617.6522156629
0,C,Kivalliq,,Laurentia,1750-1740 Ma,Cleaver,,0,0,0,0,1740,19213.9272913737
0,C,Lac de Gras-Booth River,,Slave craton,2030-2023 Ma,Lac des Gras,,0,0,0,0,2030,73700.4955910835
0,C,Hearne,,Slave craton,1900 Ma,Hearne,,0,0,0,0,1900,39067.7987082256
0,C,MacKay,,Slave craton,2210 Ma,MacKay,,0,0,0,0,2210,55544.2157890385
0,C,SW Slave Province (Dogrib),,Slave craton,2190-2180 Ma,Dogrib,,0,0,0,0,2190,41323.1777248683
0,C,Kaminak,,Hearne craton,2500-2450 Ma,Kaminak,,0,0,0,0,2500,30425.3305095018
0,C,Malley,,Slave craton,2230 Ma,Malley,,0,0,0,0,2230,52124.5138624883
0,C,Tulemalu-MacQuoid,,Rae craton,2190 Ma,Tulemalu-MacQuoid,,0,0,0,0,2190,39163.0473547969
0,C,Widgiemooltha,,Yilgarn craton,2418-2410 Ma,Widgiemooltha,,0,0,0,0,2420,453727.7786497234
0,C,Bushveld,,Kaapvaal craton,2060 Ma,Bushveld intrusion plus rest of LIP,,0,0,0,0,2060,393109.9846850705
0,C,Mashonaland,,Kalahari craton,1880 Ma,Mashonaland,,0,0,0,0,1880,180699.2914411779
0,C,Melville Bugt,,Laurentia,1640 Ma,Melville Bugt,,0,0,0,0,1640,115273.3273340051
0,C,Hame,,Baltica,1676-1640 Ma,Hame,,0,0,0,0,1670,12873.4045072430
0,C,Sparrow- Christopher Island,,Laurentia,1831-1823 Ma,Sparrow,"this encloses both the dolerite part of the province and the 240,000 km2  minette part (Chrisotpher Island fm)",0,0,0,0,1830,351867.3499189596
0,C,Kangamuit-MD3,,Nain craton,2030-2050 Ma,Kangamuit,,0,0,0,0,2050,91432.4818959372
0,C,Kennedy,,Wyoming craton,2010 Ma,Kennedy,,0,0,0,0,2010,7161.1262125021
0,C,Lac Esprit,,Superior craton,2070 Ma,Lac Esprit,,0,0,0,0,2070,70640.4095199538
0,C,Griffin (Hurwitz),,Hearne craton,2111 Ma,Griffin (Hurwitz),,0,0,0,0,2111,124195.1712946665
0,C,Xionger-Taihang,,North China craton,1770 Ma,Xionger-Taihang,,0,0,0,0,1780,271217.0447419562
0,C,Para de Minas,,Sao Francisco,1714 Ma,Para de Minas,,0,0,0,0,1715,464071.1276406850
0,C,East Kimberley,,,"1860, 1840, & 1830 Ma",East Kimberley,,0,0,0,0,1860,29693.4552052624
0,C,Avanavero (north),,Amazonia,1790 Ma,Avanavero (Roraima),,0,0,0,0,1790,601386.0979289840
0,C,CircumSuperior,,Superior craton,1885 Ma,New Quebec Orogen Cycle-2,,0,0,0,0,1885,34067.2715764640
0,C,CircumSuperior,,Superior craton,1885-1881 Ma,Molson-Thompson-Fox River,,0,0,0,0,1885,97795.7670751373
0,C,CircumSuperior,,Superior craton,1880 Ma,Chukotat,,0,0,0,0,1880,4404.1317641156
0,C,CircumSuperior,,Superior craton,1885-1881 Ma,Pickle Crow,,0,0,0,0,1885,24069.0272157756
0,C,CircumSuperior,,Superior craton,2170 Ma,Labrador Trough (New Quebec Orogen)  Cycle1,,0,0,0,0,1880,6429.6563264917
0,C,Labrador Coast,,North Atlantic craton (Nain portion),2120 Ma,Labrador Coast,,0,0,0,0,2120,11420.2848887501
0,C,Vestfold Hills-2,,,2240 Ma,Vestfold Hills-2,,0,0,0,0,2240,10756.1748533095
0,C,Vestfold Hills-1 and Napier Complex-1,,,ca. 2400 Ma,Vestfold Hills-1,,0,0,0,0,2400,11009.9698710938
0,C,Vestfold Hills-1 and Napier Complex-1,,,ca. 2400 Ma,Napier Complex-1,,0,0,0,0,2400,24479.1071820547
0,C,Vestfold Hills-3,,,ca. 1750 Ma,Vestfold Hills-3,,0,0,0,0,1750,12312.8341312200
0,C,Marathon,,Superior craton,2120-2100,Marathon,,0,0,0,0,2120,156113.2198376433
0,C,Baltic Large Igneous province,,Karelian -Kola craton,2505-2490 Ma & 2445-2436 Ma,Northern Baltica-1,,0,0,0,0,2505,558104.1713512560
0,C,Hekpoort,,Kaapvaal craton,2240 Ma,Hekpoort,,0,0,0,0,2240,199305.6500101754
0,C,Mugford,,North Atlantic craton (Nain portion),1950 Ma,Mugford,,0,0,0,0,1950,1040.7492792801
0,C,Florida,,Rio de La Plata craton,1790 Ma,Uruguayan,,0,0,0,0,1790,27931.0641176972
0,C,Cheela Springs,,,2210 Ma,Cheela Springs,,0,0,0,0,2210,11871.7660305950
0,C,Winagami,,Laurentia,?ca. 1750 Ma,Winagami,,0,0,0,0,1750,62563.1069976133
0,C,Espinhao,,,1770 Ma,Espinhaco,,0,0,0,0,1770,50805.7834142607
0,C,BN-1,,North Atlantic craton (Nain portion),2224-2204 Ma,BN1-MD1,,0,0,0,0,2224,41151.6198423819
0,C,CircumSuperior,,Superior craton,"<2000 Ma, possibly 1970 or 1880 Ma",Flaherty-Haig-Sutton Inlier,,0,0,0,0,1880,51082.0936372879
0,C,Catete,,,2400 Ma,Catete,,0,0,0,0,2400,10999.3765076880
0,C,Caraiba-Jacurici River Valley,,,2060 Ma,Caraiba-Jacurici River Valley,,0,0,0,0,2060,4917.7423882253
0,C,Kivalliq,,Laurentia,1750-1740 Ma,Pitz-Nueltin,,0,0,0,0,1750,24512.2754418556
0,C,Umkondo,,Kalahari craton,1112-1106 Ma,Umkondo-Antarctica,,0,0,0,0,1110,216596.7277311856
0,C,Gunbarrel (Western North America),,Laurentia,780 Ma,Gunbarrel-N,,0,0,0,0,780,630396.2270598874
0,C,Franklin,,Laurentia,723 Ma,Franklin,,0,0,0,0,725,2549645.7576702856
0,C,Franklin,,Laurentia,723 Ma,Thule,,0,0,0,0,725,67410.7451565828
0,C,Gunbarrel (Western North America),,Laurentia,780 Ma,Gunbarrel-S,,0,0,0,0,780,202976.7539483596
0,C,Blekinge-Dalarna,,Baltica,"946 (& 954, 966-978) Ma",Blekinge-Dalarna,,0,0,0,0,946,85745.9176286821
0,C,Bir El Khzaim,,West African craton,ca. 850 Ma,Bir El Khzaim,,0,0,0,0,850,511504.5845855580
0,C,Port Nolloh-Gannakouriep,,Kalahari craton,ca. 740 Ma,Gannakouriep-Port Nolloh,,0,0,0,0,790,48003.8869124536
0,C,Umkondo,,Kalahari craton,1112-1106 Ma,Umkondo-Africa,,0,0,0,0,1112,2015349.1015743725
0,C-S,Kanding (South China),,South China craton,780 Ma,Kangding,,0,0,0,0,780,1168011.8182977033
0,C,Mundine Well,,Western Australian craton,755 Ma,Mundine Well,,0,0,0,0,755,378580.1159932206
0,C,Willouran-Gairdner,,South Australian craton,825 Ma,Wilouran-Gairdnar,,0,0,0,0,825,627162.0689575882
0,C,Grenville-Rideau (Middle Central-Iapetus),,Laurentia,590 Ma,Grenville-Rideau (Middle Central-Iapetus),,0,0,0,0,590,159978.4070458890
0,C,Long Range (Early Central-Iapetus),,Laurentia,615 Ma,Long Range (Early Central-Iapetus),,0,0,0,0,615,83952.7297129104
0,C,Mount Rogers,,Laurentia,Ca. 760-740 Ma,Mount Rogers,,0,0,0,0,755,57910.0393466884
0,C,Mutare,,Kalahari craton,725 Ma,Mutare,,0,0,0,0,725,49302.4596574421
0,C,Crimson Creek,,,Cambrian,Crimson Creek,,0,0,0,0,510,62212.3717347008
0,C,Zadinian-Mayumbian,,Greater Congo craton,924-912 Ma,Zadinian-Mayumbian,,0,0,0,0,925,341929.9416356078
0,C,Ogcheon,,North China craton,755 Ma,Ogcheon,,0,0,0,0,755,24425.5929689871
0,C,Sept-Iles - Catoctin (Late Central-Iapetus),,Laurentia,575-.550 Ma,Sept-Iles - Catoctin (Late Central-Iapetus),,0,0,0,0,575,8962.5533849789
0,C,Baltoscandian - Egersund,,Baltica,616 Ma,Egersund,,0,0,0,0,615,14497.1183029798
0,C,Baltoscandian - Egersund,,Baltica,616 Ma,Baltoscandian,,0,0,0,0,615,60366.0944743193
0,C,Catoctin,,Laurentia,560 Ma,Catoctin,,0,0,0,0,560,14143.0865112204
0,C,Rincon del Tigre,,Amazonia,1110 Ma,Rincon Del Tigre and related units,,0,0,0,0,1110,209175.1517983547
0,C,Baish (Arabian-Nubian),,,Ca. 850 Ma,Baish (Arabian-Nubian),,0,0,0,0,850,1658486.1950609230
0,C,"HALIP (Sverdrup Basin Magmatic Province, Canada)",,,95 Ma,Queen Elizabeth Island,,0,0,0,0,95,426048.3101626757
0,O,Wrangellia,,,ca. 230 Ma,Wrangelia South,,0,0,0,0,230,40537.3648373110
0,O,Wrangellia,,,ca. 230 Ma,Wrangelia North,,0,0,0,0,230,62039.7683451112
0,O,Ontong Java  (Greater Ontong Java),,,125-119 Ma & 94-86 Ma,Greater Ontong Java,,0,0,0,0,122,5194199.6265643490
0,O,Manihiki Plateau,,,125-119 Ma,Manihiki Plateau,,0,0,0,0,122,841036.9393354092
0,C,Kerguelen - Rajmahal,,,110 Ma & 86 Ma,Kerguelen,,0,0,0,0,120,1601235.8826518422
0,C-O,Caribbean-Colombian,,,mainly 90- 87 Ma,CCCIP (Caribbean-Colombian Cretaceous Igneous Prov,,0,0,0,0,95,1551712.4043062394
0,C,Parana,,,mainly 134-129 Ma,Parana,,0,0,0,0,134,2232732.4492223910
0,C,Etendeka,,,138-122 Ma,Etendeka,,0,0,0,0,134,1072188.2887795386
0,O,Shatsky Rise,,,150 Ma,Shatsky Rise,,0,0,0,0,150,418455.6782824149
0,O,Sierra Leone Rise,,,70 Ma,Sierra Leone Rise,,0,0,0,0,70,274714.7522060668
0,C,CAMP-Africa,,,204-191 Ma (peak at 200 Ma),CAMP-Africa,,0,0,0,0,201,4367025.0410956675
0,C,CAMP-South America,,,204-191 Ma (peak at 200 Ma),CAMP-South America,,0,0,0,0,201,5462594.4219467938
0,C,CAMP-Eastern North America (ENA),,,204-191 Ma (peak at 200 Ma),CAMP-North America,,0,0,0,0,201,1338606.3418901348
0,C,CAMP-Europe,,,204-191 Ma (peak at 200 Ma),CAMP-Iberia,,0,0,0,0,201,213840.2475073352
0,C,CAMP-Europe,,,204-191 Ma (peak at 200 Ma),CAMP-Brittany,,0,0,0,0,201,13948.2694422095
0,C,Karoo,,,183-179 Ma,Karoo (Africa),,0,0,0,0,183,3174830.9353777487
0,C,Madagascar,,,mainly 90-84 Ma,Madagascar,,0,0,0,0,93,617886.1853618338
0,O,Maud Rise,,,70 Ma,Maud Rise,,0,0,0,0,70,68073.1258551082
0,O,Wallaby Plateau,,,96 Ma,Wallaby Plateau,,0,0,0,0,96,54017.7808721407
0,C,Hess Rise,,,100 Ma,Hess Rise,,0,0,0,0,100,140589.9122667468
0,C,Naturaliste Plateau,,,100 Ma,Naturaliste Plateau,,0,0,0,0,100,28171.9085505158
0,O,Hikurangi Plateau,,,120 Ma,Hikurangi,,0,0,0,0,120,279865.7093330187
0,O,Mid-Pacific Mountains,,,130-80 Ma,Mid-Pacific Mtns,,0,0,0,0,130,592296.8812722436
0,C,Gascoyne Margin,,,140 Ma,Gascoyne Margin,,0,0,0,0,140,14403.8505668801
0,C,Argo Basin Margin,,,160 Ma,Argo Basin Margin,,0,0,0,0,160,124463.0259412736
0,C,Trap,,,140-130 Ma,Trap,,0,0,0,0,140,29698.4592192819
0,O,Pinon,,,123 Ma,Pinon,,0,0,0,0,123,25860.1157143431
