FROMAGE,TOAGE,TYPE,RecID,PLATEID1,DESCR,Source,area
300.000000000000000,0.000000000000000,,4.000000000000000,318,"Hatton Bank West, Rockall Plateau",CEED_2015,25573212197.039390563964844
220.000000000000000,0.000000000000000,,5.000000000000000,318,"Hatton Bank West, Rockall Plateau",CEED_2015,67033906990.303474426269531
140.000000000000000,0.000000000000000,,6.000000000000000,624,Sakhalin,CEED_2015,335505233755.227722167968750
140.000000000000000,0.000000000000000,,7.000000000000000,625,Kitakami,CEED_2015,123418992607.227127075195312
320.000000000000000,0.000000000000000,,8.000000000000000,338,South Carpathians and Rodhopes,CEED_2015,169406063461.934326171875000
550.000000000000000,0.000000000000000,,10.000000000000000,307,Apulia,CEED_2015,136725688112.677642822265625
140.000000000000000,0.000000000000000,,11.000000000000000,626,Western Hokkaido,CEED_2015,40664291804.765197753906250
200.000000000000000,0.000000000000000,CO,13.000000000000000,306,Sardinia,CEED_2015,53882172940.493667602539062
140.000000000000000,0.000000000000000,,14.000000000000000,638,Sado Ridge,CEED_2015,20555748001.478912353515625
550.000000000000000,0.000000000000000,,15.000000000000000,714,Northwest Africa,CEED_2015,8660964067378.962890625000000
0.000000000000000,0.000000000000000,,16.000000000000000,307,Apulia/Adria West Border Area,CEED_2015,65174570050.672538757324219
140.000000000000000,0.000000000000000,,17.000000000000000,628,Central Honshu,CEED_2015,55146651493.814315795898438
140.000000000000000,0.000000000000000,,18.000000000000000,627,North East Honshu,CEED_2015,43875159182.509933471679688
550.000000000000000,0.000000000000000,,19.000000000000000,715,Northeast Africa,CEED_2015,8053219526916.150390625000000
140.000000000000000,0.000000000000000,,20.000000000000000,630,Maizuru,CEED_2015,211705712759.371459960937500
550.000000000000000,0.000000000000000,,21.000000000000000,602,South China,CEED_2015,2544779815769.436523437500000
320.000000000000000,0.000000000000000,,22.000000000000000,706,Oran Meseta,CEED_2015,366035130787.000244140625000
320.000000000000000,0.000000000000000,,23.000000000000000,706,Kabylies,CEED_2015,125275427396.072891235351562
320.000000000000000,0.000000000000000,,24.000000000000000,707,Moroccan Meseta,CEED_2015,278668858032.589721679687500
140.000000000000000,0.000000000000000,,25.000000000000000,629,Kanto,CEED_2015,17226358103.807888031005859
550.000000000000000,0.000000000000000,,26.000000000000000,508,Sinai,CEED_2015,150106766108.791839599609375
140.000000000000000,0.000000000000000,,27.000000000000000,631,Kurosegawa,CEED_2015,82757101449.846328735351562
550.000000000000000,0.000000000000000,,28.000000000000000,604,Indonesia,CEED_2015,1416125241421.351318359375000
550.000000000000000,0.000000000000000,,29.000000000000000,201,Northern South America (Amazonia),CEED_2015,15095123545244.371093750000000
90.000000000000000,0.000000000000000,,30.000000000000000,691,Central Luzon,CEED_2015,198451633852.687805175781250
50.000000000000000,0.000000000000000,,31.000000000000000,678,East Philippines,CEED_2015,230245911502.664886474609375
60.000000000000000,0.000000000000000,,32.000000000000000,674,West Philippines,CEED_2015,294071447566.404479980468750
60.000000000000000,0.000000000000000,,33.000000000000000,677,North Palawan,CEED_2015,59890840709.964920043945312
5.000000000000000,0.000000000000000,,34.000000000000000,231,Western Panama,CEED_2015,616977827544.157104492187500
45.000000000000000,0.000000000000000,,35.000000000000000,679,West Halmahera Block,CEED_2015,62820439830.740348815917969
